Run,Success,Crashed,RMSE_X,RMSE_Y,RMSE_Z,RMSE_Vx,RMSE_Vy,RMSE_Vz,RMSE_Phi,RMSE_Theta,RMSE_Psi,RMSE_p,RMSE_q,RMSE_r
91,1,0,0.000173702432088546,0.0284977570975899,2.62639999757393e-05,2.34907473546084e-12,2.38239905020379e-15,3.30378746849946e-14,0.00138884969899864,1.36119403343397e-05,2.57140078100528e-16,2.53084444646774e-12,4.59305014370274e-14,3.88017157255942e-14
92,1,0,0.000173702434206268,0.0284977570975899,2.62639999757393e-05,3.93735657757243e-13,2.3724197972986e-15,3.30489278424826e-14,0.00138884969899864,1.36119402929453e-05,2.56493015915709e-16,2.52839137662361e-12,7.8029010696954e-15,3.87642606724114e-14
93,1,0,0.000173702432722991,0.0284977570975866,2.62639999757393e-05,1.52730826022709e-12,7.45666836462006e-15,3.30424066976932e-14,0.00138884969899873,1.36119403219394e-05,2.56789809899415e-16,2.52974886845518e-12,2.98951429180276e-14,3.87846773995005e-14
94,1,0,0.000173702433804097,0.0284977570975662,2.62639999757393e-05,1.27221707835712e-13,4.09367893043955e-14,3.30305311314809e-14,0.00138884969899928,1.36119403008074e-05,2.565810188573e-16,2.52959193700618e-12,2.74781194483479e-15,3.87830331605976e-14
95,1,0,0.000173702434290094,0.0284977570975824,2.62639999757393e-05,5.02187017300509e-13,1.43857060686562e-14,3.30477875971184e-14,0.00138884969899883,1.36119402913075e-05,2.56623176875091e-16,2.52935018870944e-12,9.89366190406849e-15,3.87788201481851e-14
96,1,0,0.000173702436258553,0.0284977570976028,2.62640000361362e-05,3.05157356080199e-12,1.92310401232891e-14,3.27289786835267e-14,0.0013888496989983,1.3611940252829e-05,2.57407452683245e-16,2.52665767121797e-12,5.96562905517318e-14,3.87386513964687e-14
97,1,0,0.000173702435181771,0.0284977570976019,2.62640000361362e-05,1.65710231545174e-12,1.78273284480741e-14,3.2725526116223e-14,0.00138884969899832,1.36119402738771e-05,2.56922124596804e-16,2.52942598125731e-12,3.24096032899185e-14,3.87807999100751e-14
98,1,0,0.000173702433187606,0.028497757097562,2.62639999757393e-05,9.25669597384023e-13,4.78635575185569e-14,3.30205489981071e-14,0.00138884969899939,1.36119403128576e-05,2.56606992470344e-16,2.5293628947484e-12,1.81468216050058e-14,3.87787511676102e-14
99,1,0,0.000173702434937515,0.0284977570975787,2.62639999757393e-05,1.34093037237934e-12,2.03918486667117e-14,3.30460023309281e-14,0.00138884969899894,1.36119402786519e-05,2.56761102685028e-16,2.52851124176188e-12,2.62280315755963e-14,3.87670119158207e-14
100,1,0,0.000173702434400512,0.0284977570976106,2.62640000361362e-05,6.45160423518898e-13,3.19431713638305e-14,3.2724215084999e-14,0.00138884969899935,1.361194028915e-05,2.56840898792241e-16,2.52964994992212e-12,1.26706201403112e-14,3.87831043007082e-14
